URL,TITRE,QUANTITE,PRIX,PRIX_KILOS,VALEUR ÉNERGÉTIQUE (KJ),VALEUR ÉNERGÉTIQUE (KCAL),MATIÈRES GRASSES,ACIDES GRAS SATURÉS,GLUCIDES,SUCRES,PROTÉINES,SEL,FIBRES ALIMENTAIRES,VITAMINE D,CALCIUM,VITAMINE B6,ACIDES GRAS MONO-INSATURÉS,VITAMINE B12
https://www.carrefour.fr/p/yaourts-cerise-griotte-carrefour-bio-3560070971664?t=R04F06,Yaourts cerise griotte CARREFOUR BIO ,les 4 pots de 125g,1.64,3.28,389,92,2.8,1.7,14,14,3.3,0.11,,,,,,
https://www.carrefour.fr/p/yaourts-bio-abricot-mixe-carrefour-bio-3560071010485?t=R04F06,Yaourts bio abricot mixé CARREFOUR BIO ,les 4 pots de 125g,1.37,2.74,368,87,3,1.9,12,12,3.4,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-bio-a-la-grecque-nature-carrefour-bio-3560070716807?t=R04F06,Yaourts bio à la grecque nature CARREFOUR BIO ,les 2 pots de 150g,1.52,5.07,495,119,9.1,6.1,5.3,4.3,4,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-a-la-grecque-aux-fruits-carrefour-3560070971572?t=R04F06,Yaourts à la grecque aux fruits CARREFOUR ,les 4 pots de 150g,2.18,3.63,496,119,6.1,4.1,14,13,2.4,0.15,,,,,,
https://www.carrefour.fr/p/yaourts-fruits-0-mg-carrefour-3560070802241?t=R04F06,yaourts fruits 0% MG CARREFOUR ,les 8 pots de 125g,1.94,1.94,157,37,0.7,0,4.4,4.1,4.2,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-ananas-activia-3033491325403?t=R04F06,Yaourts ananas ACTIVIA ,les 4 pots de 125 g,1.44,2.88,371,88,3.3,2.3,11.3,11,3.3,0.12,,,0.117,,,
https://www.carrefour.fr/p/yaourts-fruits-panaches-activia-3033491325700?t=R04F06,Yaourts fruits panachés ACTIVIA ,les 8 pots de 125 g,2.72,2.72,373,89,3.3,2.3,11.3,11,3.3,0.13,,,0.118,,,
https://www.carrefour.fr/p/yaourts-caille-de-brebis-cafe-baskalia-3578840001343?t=R04F06,Yaourts caillé de brebis café BASKALIA ,les 2 pots de 125 g,1.80,7.20,453,108.3,5.83,0,8.74,0,5.21,1.475,,,,,,
https://www.carrefour.fr/p/yaourts-de-brebis-nature-baskalia-3578840000049?t=R04F06,Yaourts de brebis nature BASKALIA ,les 2 pots de 125 g,1.69,6.76,428.6,102.9,7,4.8,4.5,4.5,5.6,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-au-lait-entier-et-vanille-danone-3033491274008?t=R04F06,Yaourts au lait entier et vanille DANONE ,les 4 pots de 125g,1.54,3.08,388,92,3.5,2.2,11.9,11.9,3.3,0.12,,,0.116,,,
https://www.carrefour.fr/p/yaourts-nature-au-lait-entier-danone-3033491233838?t=R04F06,Yaourts nature au lait entier DANONE ,les 4 pots de 125g,1.34,2.68,269,64,3.5,2.2,4.7,4.7,3.5,0.13,,,0.125,,,
https://www.carrefour.fr/p/yaourts-lit-de-framboises-gervais-3033491001796?t=R04F06,Yaourts lit de framboises GERVAIS ,les 2 pots de 115 g,1.22,5.30,590,141,8.2,5.3,13.9,13.4,2.7,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-lit-d-agrumes-gervais-3033491001765?t=R04F06,Yaourts lit d'agrumes GERVAIS ,les 2 pots de 115 g,1.22,5.30,622,149,8,5.2,16.4,15.9,2.7,0.15,,,,,,
https://www.carrefour.fr/p/yaourts-fermiers-aux-fruits-giralp-3414022234560?t=R04F06,Yaourts fermiers aux fruits GIRALP ,les 6 pots de 125 g,4.65,6.20,,,,,,,,,,,,,,
https://www.carrefour.fr/p/yaourts-a-la-myrtille-ker-ronan-3760176400178?t=R04F06,Yaourts à la myrtille KER RONAN ,les 4 pots de 125 g,2.00,4.00,463,110,3.1,1.9,16.4,15.8,4.1,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-sur-lit-de-peche-le-liegeois-la-laitiere-3023290013281?t=R04F06,Yaourts sur lit de pêche le Liégeois LA LAITIERE ,les 4 pots de 100g,1.99,4.98,546,130,5.8,3.8,15.7,15.2,3.3,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-fermier-nature-le-craulois-3335030003033?t=R04F06,Yaourts fermier nature LE CRAULOIS ,les 4 pots de 125 g,2.22,4.44,271,65,4.5,2,2.63,2.63,4.04,0.125,,,,,,
https://www.carrefour.fr/p/yaourts-de-brebis-chataignes-le-petit-basque-3280249801201?t=R04F06,Yaourts de brebis châtaignes LE PETIT BASQUE ,les 2 pots de 125 g,1.79,7.16,495,117,2.4,1.8,19.5,16,4.4,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-abricot-nectarine-panier-de-yoplait-3329770063457?t=R04F06,Yaourts abricot nectarine PANIER DE YOPLAIT ,les 4 pots de 130g,1.49,2.87,388,92,2.3,1.5,13.5,13.1,3.3,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-fraise-sur-lit-de-framboise-panier-de-yoplait-3329770059375?t=R04F06,Yaourts fraise sur lit de framboise PANIER DE YOPLAIT ,les 2 pots de 125 g,1.65,6.60,500,119,6,4.1,12.7,11.4,2.4,0.12,0.6,,,,,
https://www.carrefour.fr/p/yaourts-nature-sur-fruits-panier-de-yoplait-edition-saison-3329770061514?t=R04F06,Yaourts nature sur fruits PANIER DE YOPLAIT EDITION SAISON ,les 6 pots de 140g,2.49,2.96,439,104,2.5,1.6,16.7,15.8,2.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-fraise-de-dordogne-pechalou-3339520092651?t=R04F06,Yaourts fraise de Dordogne PECHALOU ,les 4 pots de 125 g,2.17,4.34,430,103,3,1.9,15.2,14.9,3.8,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-nature-pechalou-3339520000045?t=R04F06,Yaourts nature PECHALOU ,les 6 pots de 125 g,2.10,2.80,310,74,3.7,2.5,6.2,6.2,3.8,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-citron-vert-pechalou-3339520045251?t=R04F06,Yaourts citron vert PECHALOU ,les 4 pots de 125 g,2.05,4.10,400,95,3.4,2.2,13,13,3.8,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-lait-de-chevre-nature-rians-3184670004500?t=R04F06,Yaourts lait de chèvre/nature RIANS ,les 4 pots de 120g,2.40,5.00,320,77,4.8,3.4,4.2,4.2,4,0.08,,,,,,
https://www.carrefour.fr/p/yaourts-au-lait-de-chevre-0-m-g-soignon-3523230026680?t=R04F06,Yaourts au lait de chèvre 0% M.G SOIGNON ,les 4 pots de 125 g,2.41,4.82,164,39,0.2,0.1,4.1,4.1,5.1,0.09,0,,0.17,,,
https://www.carrefour.fr/p/yaourts-au-lait-de-brebis-nature-soignon-3523230041096?t=R04F06,Yaourts au lait de brebis Nature SOIGNON ,les 8 pots de 110g,4.79,5.44,392,94,7.1,5.1,2.2,2.2,5.4,0.12,0,,0.17,,,
https://www.carrefour.fr/p/yaourts-bio-lait-de-chevre-vrai-3273220540961?t=R04F06,Yaourts bio lait de chèvre VRAI ,les 4 pots de 120g,2.65,5.52,321,77,4.9,3.8,3.5,3.5,4.7,0.07,,,,,,
https://www.carrefour.fr/p/yaourts-a-boire-chocolat-yop-3329770060951?t=R04F06,Yaourts à boire chocolat YOP ,le pack de 6 bouteilles de 180g,"1.38


  1.98",1.28,375,89,1.9,1.3,13.7,12.5,3.9,0.25,,,,,,
https://www.carrefour.fr/p/yaourts-poire-caramel-yoplait-3329770061934?t=R04F06,Yaourts poire caramel YOPLAIT ,les 2 pots de 125g,1.64,6.56,540,129,6.2,4.2,14.9,13.1,2.3,0.11,0.3,,,,,
https://www.carrefour.fr/p/yaourts-fermiers-brasses-myrtilles-3293630000213?t=R04F06,Yaourts fermiers brassés myrtilles  ,les 4 pots de 125 g,2.10,4.20,427,102,3.6,2.4,12.1,11.1,3.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-fermiers-brasses-nature-3293630000183?t=R04F06,Yaourts fermiers brassés nature  ,les 4 pots de 125 g,1.80,3.60,293,70,3.6,2.4,5,4,4.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-brasses-sur-lit-de-fraises-3293630000206?t=R04F06,Yaourts brassés sur lit de fraises  ,les 4 pots de 125 g,2.10,4.20,,,,,,,,,,,,,,
https://www.carrefour.fr/p/yaourts-de-savoie-lits-de-fruits-3760166270156?t=R04F06,Yaourts de Savoie lits de fruits  ,les 6 pots de 125g,3.35,4.47,435,403,2.8,1.9,15.2,12.7,3.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-a-boire-peche-abricot-danacol-3033491199592?t=R04F06,Yaourts à boire pêche abricot DANACOL ,les 8 bouteilles de 1000 g,4.64,4.64,175,42,1.1,0.1,4.4,4.2,3.2,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-de-brebis-au-citron-baskalia-3578840001466?t=R04F06,Yaourts de brebis au citron BASKALIA ,les 2 pots de 125g,1.80,7.20,518.5,124,6.4,4.4,11.5,11.5,5.1,0.1,,,,,,
https://www.carrefour.fr/p/dessert-bio-riz-au-lait-de-brebis-carrefour-bio-3560071182649?t=R04F06,Dessert bio riz au lait de brebis CARREFOUR BIO ,les 2 pots de 140g,1.64,5.86,599,143,5.7,4.2,18,9.9,5.2,0.11,,,,,,
https://www.carrefour.fr/p/dessert-bio-specialite-au-soja-nature-carrefour-bio-3560071092238?t=R04F06,Dessert bio spécialité au soja nature CARREFOUR BIO ,les 6 pots de 100g,1.99,3.32,227,54,2.6,0.4,2.9,0,4.2,0.09,,,,,,
https://www.carrefour.fr/p/dessert-cheesecake-zestes-au-citron-gu-5060023974301?t=R04F06,Dessert Cheesecake zestés au citron GU ,les 2 pots de 90 g,3.49,19.39,1517,364,23.6,12.5,33.9,23.6,3.7,0.4,0.6,,,,,
https://www.carrefour.fr/p/desserts-tiramisu-framboise-carrefour-3560070885169?t=R04F06,Desserts Tiramisu framboise CARREFOUR ,les 2 pots de 100g,1.99,9.95,876,209,7,2.5,30,20,3.9,0.14,,,,,,
https://www.carrefour.fr/p/desserts-mousse-mangue-passion-carrefour-selection-3560071093945?t=R04F06,Desserts mousse mangue passion CARREFOUR SELECTION ,les 2 pots de 90g,2.49,13.83,807,193,11,7.1,22,20,2,0.12,1.5,,,,,
https://www.carrefour.fr/p/desserts-croustillant-au-citron-carrefour-selection-3560070607198?t=R04F06,Desserts croustillant au citron CARREFOUR SELECTION ,les 2 tartelettes de 80g,1.99,12.44,1444,345,17,8.7,41,37,6.6,0.23,,,,,,
https://www.carrefour.fr/p/desserts-cheesecakes-fraise-framboise-gu-5060425280796?t=R04F06,Desserts Cheesecakes fraise/framboise GU ,les 2 pots de 95 g,3.80,20.00,1149,275,15.5,8.6,31.5,23.1,2.9,0.18,,,,,,
https://www.carrefour.fr/p/desserts-coeurs-fondants-caramel-sale-gu-5060023979757?t=R04F06,Desserts cœurs fondants caramel salé GU ,les 2 pots de 95 g,3.80,20.00,1704,408,21.8,9.3,47.5,31,5.8,0.5,1,,,,,
https://www.carrefour.fr/p/desserts-bio-mousse-au-chocolat-carrefour-bio-3560071193560?t=R04F06,Desserts bio mousse au chocolat CARREFOUR BIO ,les 2 pots de 70g,2.63,18.79,1325,318,21,13,24,22,7.1,0.18,,,,,,
https://www.carrefour.fr/p/fondant-bio-au-chocolat-carrefour-bio-3560071182687?t=R04F06,Fondant bio au chocolat CARREFOUR BIO ,les 2 fondants de 90g,2.60,14.44,1517,364,22,14,34,23,6.4,0.11,,,,,,
https://www.carrefour.fr/p/fromage-blanc-de-campagne-carrefour-3560071153144?t=R04F06,Fromage blanc de Campagne CARREFOUR ,le pot d'1Kg,2.55,2.55,392,94,7,4.4,3.3,3.3,4.5,0.15,,,120,,,
https://www.carrefour.fr/p/fromage-blanc-sur-lit-de-mirabelles-alsace-lait-3262970806960?t=R04F06,Fromage blanc sur lit de mirabelles ALSACE LAIT ,les 4 pots de 125 g,2.50,5.00,534,127,6.2,4.2,13,13,4.9,0.1,,,,,,
https://www.carrefour.fr/p/fromage-blanc-de-campagne-6-mg-giralp-3760028680192?t=R04F06,Fromage blanc de campagne 6% MG GIRALP ,le pot de 1 kg,3.85,3.85,365,88,6.2,0,4.5,0,3.5,0,,,,,,
https://www.carrefour.fr/p/fromage-blanc-6-mg-royans-frais-3271961001000?t=R04F06,Fromage blanc 6% MG ROYANS FRAIS ,le pot de 1 kg,3.37,3.37,360,86,6,3.7,4.7,4.3,3.6,0.2,,,,,,
https://www.carrefour.fr/p/fromage-blanc-moule-a-la-louche-3296651111630?t=R04F06,Fromage blanc moulé à la louche  ,le seau de 2 kg,5.90,2.95,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fromage-frais-fermier-40-mg-ferme-de-la-baziniere-3415292401485?t=R04F06,Fromage frais fermier 40% MG FERME DE LA BAZINIERE ,le pot de 750 g,3.10,4.13,434,105,8.2,5,3.9,0,3.8,0,,,,,,
https://www.carrefour.fr/p/fromage-frais-en-faisselle-6-mg-la-bressane-3302552407304?t=R04F06,Fromage frais en faisselle 6% MG LA BRESSANE ,les 12 faisselles de 125 g,5.77,3.85,387,93,6.6,4.1,4.8,3.8,3.7,0.2,,,,,,
https://www.carrefour.fr/p/fromage-frais-de-campagne-0-mg-la-bressane-3302552401050?t=R04F06,Fromage frais de campagne 0% MG LA BRESSANE ,le pot de 2 kg,4.45,2.22,166,40,0.2,0.1,5.4,4.4,4.1,0.2,,,,,,
https://www.carrefour.fr/p/fromage-frais-en-faisselle-0-la-bressane-3302552401029?t=R04F06,Fromage frais en faisselle 0% LA BRESSANE ,le pot de 1 kg,2.40,2.40,167,40,0.2,0.1,5.4,4.4,4.1,0.2,,,,,,
https://www.carrefour.fr/p/liegeois-cafe-eclat-caramel-viennois-3023290038734?t=R04F06,Liégeois café éclat caramel VIENNOIS ,les 4 pots de 100g,1.00,2.50,712,170,9.5,6.1,17.9,16,2.8,0.09,,,,,,
https://www.carrefour.fr/p/liegeois-cafe-et-eclat-caramel-viennois-3023290036761?t=R04F06,Liégeois café et éclat caramel VIENNOIS ,les 4 pots de 100g,1.75,4.38,712,170,9.5,6.1,17.9,16,2.8,0.09,,,,,,
https://www.carrefour.fr/p/liegeois-chocolat-et-eclat-caramel-viennois-3023290036815?t=R04F06,Liégeois chocolat et éclat caramel VIENNOIS ,les 4 pots de 100g,1.75,4.38,712,170,9.5,6.1,17.9,16,2.8,0.09,,,,,,
https://www.carrefour.fr/p/riz-au-lait-caramel-cambremer-3353930111023?t=R04F06,Riz au lait caramel CAMBREMER ,le pot de 830 g,2.95,3.55,508,122,3.8,2.76,18.1,8.3,3.6,0.082,,,,,,
https://www.carrefour.fr/p/riz-au-lait-cannelle-cambremer-3353930000136?t=R04F06,Riz au lait cannelle CAMBREMER ,le pot de 140 g,0.90,6.43,514,122,3.8,2.76,18.1,8.31,3.6,0.08,,,,,,
https://www.carrefour.fr/p/riz-au-lait-cannelle-cambremer-3353930111030?t=R04F06,Riz au lait cannelle CAMBREMER ,le pot de 830 g,2.95,3.55,508,122,3.8,2.76,18.1,8.3,3.6,0.082,,,,,,
https://www.carrefour.fr/p/riz-au-lait-chocolat-teurgoule-de-janville-3479571400033?t=R04F06,Riz au lait chocolat TEURGOULE DE JANVILLE ,le pot de 150 g,0.80,5.33,,,,,,,,,,,,,,
https://www.carrefour.fr/p/riz-au-lait-chocolat-teurgoule-de-janville-3479571400026?t=R04F06,Riz au lait chocolat TEURGOULE DE JANVILLE ,le pot de 750 g,2.70,3.60,,,,,,,,,,,,,,
https://www.carrefour.fr/p/yaourt-brasse-sur-lit-de-citron-la-ferme-de-la-vieille-abbaye-3293630000176?t=R04F06,Yaourt brassé sur lit de citron LA FERME DE LA VIEILLE ABBAYE ,les 4 pots de 125g,2.10,4.20,464,111,3.6,2.4,12,12,3.7,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-brasse-sur-lit-de-noix-de-coco-la-ferme-de-la-vieille-abbaye-3293630000251?t=R04F06,Yaourt brassé sur lit de noix de coco LA FERME DE LA VIEILLE ABBAYE ,les 4 pots de 125g,2.10,4.20,402,96,4,2.7,12.6,11.6,4.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-brasse-sur-lit-de-framboise-la-ferme-de-la-vieille-abbaye-3293630000220?t=R04F06,Yaourt brassé sur lit de framboise LA FERME DE LA VIEILLE ABBAYE ,les 4 pots de 125g,2.10,4.20,431,103,3.6,2.4,14.2,11.2,3.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-cafe-bio-pechalou-3339526071094?t=R04F06,Yaourt café bio PECHALOU ,les 4 pots de 125g,2.35,4.70,388,93,3.85,2.52,11.46,11.46,3.07,0.13,,,,,,
https://www.carrefour.fr/p/yaourt-de-brebis-au-miel-et-confiture-de-figues-baskalia-3578840003019?t=R04F06,Yaourt de brebis au miel et confiture de figues BASKALIA ,le pot de 140g,1.55,11.07,560,133,5.7,4.2,16.1,14.6,4.4,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-de-brebis-citron-sur-lit-de-confiture-de-myrtilles-baskalia-3578840003033?t=R04F06,Yaourt de brebis citron sur lit de confiture de myrtilles BASKALIA ,le pot de 140g,1.55,11.07,559,133,5.9,4.4,15.3,13.3,4.7,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-de-brebis-lit-de-confiture-de-cerises-baskalia-3578840001398?t=R04F06,Yaourt de brebis lit de confiture de cerises BASKALIA ,le pot de 140g,1.55,11.07,542,129,5.4,4.1,15.6,12.9,4.6,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-de-brebis-vanille-et-creme-de-marrons-baskalia-3578840003026?t=R04F06,Yaourt de brebis vanille et crème de marrons BASKALIA ,le pot de 140g,1.55,11.07,552,132,6.3,4.6,13.9,10.9,4.8,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-fraise-reduit-en-lactose-carrefour-3560070971787?t=R04F06,Yaourts fraise réduit en lactose CARREFOUR ,les 4 pots de 125g,1.20,2.40,378,90,3.5,2.3,11,11,3.2,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-saveur-vanille-activia-3033491350641?t=R04F06,Yaourts saveur vanille ACTIVIA ,les 16 pots de 125g,"2.80


  4.00",1.40,390,93,3.1,2,12.6,12.6,3.6,0.13,,,0.129,,,
https://www.carrefour.fr/p/yaourts-fermier-nature-laitiere-de-la-motte-3324976125015?t=R04F06,Yaourts fermier nature LAITIERE DE LA MOTTE ,les 4 pots de 125 g,1.95,3.90,295,70,3.6,2.4,5,4,4.5,0.15,,,,,,
https://www.carrefour.fr/p/yaourts-sucre-laitiere-de-la-motte-3324976125022?t=R04F06,Yaourts sucré LAITIERE DE LA MOTTE ,les 4 pots de 125 g,1.95,3.90,409,97,3.2,2.2,13,12,4.1,0.14,,,,,,
https://www.carrefour.fr/p/yaourts-brasse-vanille-laitiere-de-la-motte-3324976125039?t=R04F06,Yaourts brassé vanille LAITIERE DE LA MOTTE ,les 4 pots de 125 g,2.35,4.70,498,119,5.7,3.9,13,13,3.9,0.14,,,,,,
https://www.carrefour.fr/p/yaourts-lait-de-brebis-vanille-le-petit-basque-3280240042108?t=R04F06,Yaourts lait de brebis vanille LE PETIT BASQUE ,les 4 pots de 125 g,2.79,5.58,359,85,2.8,2.1,10,8,5,0.1,,,0.16,,,
https://www.carrefour.fr/p/yaourts-caille-vanille-le-petit-basque-3280240031119?t=R04F06,Yaourts caillé vanille LE PETIT BASQUE ,les 2 pots de 125 g,1.50,6.00,434,103,4,3,11.6,10.6,5.2,0.15,,,,,,
https://www.carrefour.fr/p/yaourts-peche-du-roussillon-pechalou-3339520046067?t=R04F06,Yaourts pêche du Roussillon PECHALOU ,les 4 pots de 125 g,2.25,4.50,382,91,3,1.9,12.3,11.9,3.8,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-brasse-sucre-3293630000169?t=R04F06,Yaourts brassé sucré  ,les 4 pots de 125 g,1.80,3.60,377,90,3.6,2.2,10,9,3.6,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-bio-nature-pechalou-3339526072008?t=R04F06,Yaourts bio nature PECHALOU ,les 4 pots de 125 g,2.19,4.38,274,66,3.6,0,6.4,0,3.8,0,,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-la-laitiere-3023290165393?t=R04F06,Crèmes dessert chocolat LA LAITIERE ,les 4 pots de 100 g,1.59,3.98,745,178,9,5.6,18.6,18,4.6,0.16,,,,,,
https://www.carrefour.fr/p/cremes-dessert-cafe-la-laitiere-3023290165362?t=R04F06,Crèmes dessert café LA LAITIERE ,les 4 pots de 100 g,1.59,3.98,779,186,9.1,5.7,21.5,18.5,4.3,0.46,,,,,,
https://www.carrefour.fr/p/desserts-semoule-saveur-vanille-la-laitiere-3023290170465?t=R04F06,Desserts semoule saveur vanille LA LAITIERE ,les 4 pots de 115 g,1.28,2.78,466,111,3.5,2.3,17.7,15.5,2.1,0.19,,,,,,
https://www.carrefour.fr/p/desserts-riz-au-lait-nature-la-laitiere-3023290170403?t=R04F06,Desserts riz au lait nature LA LAITIERE ,les 4 pots de 115 g,1.28,2.78,515,122,3.2,2.1,20.2,12.3,3,0.22,,,,,,
https://www.carrefour.fr/p/faisselle-des-limousins-laiterie-les-fayes-3597240062334?t=R04F06,Faisselle des Limousins LAITERIE LES FAYES ,le pot de 1Kg,2.99,2.99,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fromage-blanc-sur-lit-de-rhubarbe-alsace-lait-3262970806748?t=R04F06,Fromage blanc sur lit de rhubarbe ALSACE LAIT ,les 4 pots de 125 g,2.45,4.90,500,119,6.2,4.2,11,11,4.9,0.07,,,,,,
https://www.carrefour.fr/p/fromage-blanc-fermier-nature-le-craulois-3335030005051?t=R04F06,Fromage blanc fermier nature LE CRAULOIS ,le pot de 500 g,2.69,5.38,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fromage-blanc-de-campagne-3700817700120?t=R04F06,Fromage blanc de campagne  ,le seau de 2Kg,5.50,2.75,285,69,3,2.4,4.4,4,5,0.08,,,,,,
https://www.carrefour.fr/p/fromage-frais-en-faisselle-6-mg-la-bressane-3302552415064?t=R04F06,Fromage frais en faisselle 6% MG LA BRESSANE ,les 6 faisselles de 150 g,4.20,4.67,349,84,6,0,4,0,3.5,0,,,,,,
https://www.carrefour.fr/p/yaourt-a-boire-0-matieres-grasses-actimel-3033491426148?t=R04F06,Yaourt à boire 0% matières grasses ACTIMEL ,les 12 bouteilles à 100g,2.65,2.21,120,28,0.1,0.03,3.3,3.3,2.8,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/yaourts-saveur-citron-activia-3033491351198?t=R04F06,Yaourts saveur citron ACTIVIA ,les 16 pots de 125g,"2.86


  4.09",1.43,390,93,3.1,2,12.6,12.6,3.6,0.13,,,0.129,,,
https://www.carrefour.fr/p/yaourts-aux-fruits-ferme-de-la-baziniere-3415292406480?t=R04F06,Yaourts aux fruits FERME DE LA BAZINIERE ,les 8 pots de 125 g,4.10,4.10,458,109,3.4,2.3,16,0,3.7,0,,,,,,
https://www.carrefour.fr/p/yaourts-nature-entier-ferme-de-la-baziniere-3415292413488?t=R04F06,Yaourts nature entier FERME DE LA BAZINIERE ,les 8 pots de 125 g,2.69,2.69,302,0,4.1,2.8,5.3,0,3.5,0,,,,,,
https://www.carrefour.fr/p/yaourts-arome-vanille-galette-ker-ronan-3760176400826?t=R04F06,Yaourts arôme vanille/+ galette KER RONAN ,le pot de 150 g,1.05,7.00,452,107,3.4,2.2,15.3,15.3,3.9,0.1,,,,,,
https://www.carrefour.fr/p/fromage-blanc-faisselle-3-mg-ferme-collet-3413160001423?t=R04F06,Fromage blanc faisselle 3% MG FERME COLLET ,les 6 pots de 100 g,2.35,3.92,252,60,3,1.5,4.4,3.7,3.9,0.11,,,,,,
https://www.carrefour.fr/p/bouillie-d-avoine-tradition-bretonne-3218930312002?t=R04F06,Bouillie d'avoine  TRADITION BRETONNE ,la barquette de 600 g,2.09,3.48,,,,,,,,,,,,,,
https://www.carrefour.fr/p/cookie-nature-pepites-chocolat-daunat-3367651005417?t=R04F06,Cookie nature pépites chocolat DAUNAT ,le sachet de 70g,1.75,25.00,,,,,,,,,,,,,,
https://www.carrefour.fr/p/creme-dessert-caramel-danette-3033491279751?t=R04F06,Crème dessert caramel DANETTE ,les 4 pots de 125g,1.00,2.00,484,115,2.7,1.9,19.2,16,3.4,0.2,,,,,,
https://www.carrefour.fr/p/creme-dessert-chocolat-saveur-noisette-danette-3033491279621?t=R04F06,Crème dessert chocolat saveur noisette DANETTE ,les 4 pots de 125g,1.00,2.00,564,134,4.2,2.9,20.3,18.2,3.3,0.13,,,,,,
https://www.carrefour.fr/p/creme-dessert-caramel-sale-danette-3033491322365?t=R04F06,Crème dessert caramel salé DANETTE ,les 4 pots de 125g,1.54,3.08,493,117,2.7,1.8,19.7,17.2,3.4,0.31,,,0.117,,,
https://www.carrefour.fr/p/cremes-dessert-cafe-carrefour-3270190216827?t=R04F06,Crèmes dessert café CARREFOUR ,les 4 pots de 100g,1.30,3.25,745,178,9.8,6,18,16,4.5,0.12,,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-avec-dragees-carrefour-3560070931521?t=R04F06,Crèmes dessert chocolat avec dragées CARREFOUR ,les 4 pots de 120g,1.67,3.48,675,160,4.5,2.8,26,23,3.9,0.1,,,,,,
https://www.carrefour.fr/p/cremes-dessert-caramel-la-laitiere-3023290035689?t=R04F06,Crèmes dessert caramel LA LAITIERE ,les 4 pots de 100 g,1.69,4.22,752,179,8.5,4.8,21.3,20.7,4.3,0.26,,,,,,
https://www.carrefour.fr/p/cremes-dessert-cafe-la-laitiere-3023290035627?t=R04F06,Crèmes dessert café LA LAITIERE ,les 4 pots de 100 g,1.69,4.22,779,186,9.1,5.7,21.5,18.5,4.3,0.46,,,,,,
https://www.carrefour.fr/p/dessert-creme-au-caramel-carrefour-selection-3560071010850?t=R04F06,Dessert crème au caramel CARREFOUR SELECTION ,les 2 pots de 120g,1.89,7.88,832,199,12,6.4,19,18,4.1,0.13,,,,,,
https://www.carrefour.fr/p/dessert-mangue-sans-sucres-ajoutes-alpro-5411188125808?t=R04F06,Dessert mangue sans sucres ajoutés ALPRO ,le pot de 400g,1.95,4.88,257,61,2,0.4,5.8,5.6,3.7,0.22,,,,,,
https://www.carrefour.fr/p/dessert-soja-avoine-alpro-5411188124269?t=R04F06,Dessert soja avoine ALPRO ,le pot de 500g,1.84,3.68,230,55,2,0.4,3,1.9,3.8,0.09,,0,0.12,,0.4,0
https://www.carrefour.fr/p/dessert-citron-sur-lit-de-chocolat-alsacelait-3262970805925?t=R04F06,Dessert citron sur lit de chocolat ALSACELAIT ,les 2 pots de 125g,1.65,6.60,537,127,3,2.1,19,18,5.8,0.1,,,,,,
https://www.carrefour.fr/p/dessert-mousse-au-chocolat-lait-michel-et-augustin-3760122966451?t=R04F06,Dessert mousse au chocolat/lait MICHEL ET AUGUSTIN ,le pot de 500 ml,"2.79


  3.99",5.58,1255,300,19,11,24,23,7.3,0.25,,,,,,
https://www.carrefour.fr/p/desserts-gateau-de-semoule-carrefour-3270190202837?t=R04F06,Desserts gâteau de semoule CARREFOUR ,les 4 pots de 100 g,1.53,3.82,604,143,2.9,1.8,25,18,3.9,0.1,,,,,,
https://www.carrefour.fr/p/desserts-royal-au-chocolat-carrefour-selection-3560071018528?t=R04F06,Desserts Royal au chocolat CARREFOUR SELECTION ,les 2 pots de 80 g,2.49,15.56,1624,389,22,8.6,37,30,7.8,0.39,,,,,,
