URL,TITRE,QUANTITE,PRIX,PRIX_KILOS,VALEUR ÉNERGÉTIQUE (KJ),VALEUR ÉNERGÉTIQUE (KCAL),MATIÈRES GRASSES,ACIDES GRAS SATURÉS,GLUCIDES,SUCRES,PROTÉINES,SEL,FIBRES ALIMENTAIRES,VITAMINE D,CALCIUM,VITAMINE B6,ACIDES GRAS MONO-INSATURÉS,VITAMINE B12
https://www.carrefour.fr/p/desserts-cheesecakes-speculoos-gu-5060023979177?t=R04F06,Desserts Cheesecakes spéculoos GU ,les 2 pots de 80 g,3.36,21.00,1464,351,22.8,11.8,33.6,22.2,4.2,0.5,1,,,,,
https://www.carrefour.fr/p/desserts-liegeois-caramel-coeur-chocolat-mamie-nova-3456774797566?t=R04F06,Desserts Liégeois caramel cœur chocolat MAMIE NOVA ,les 2 pots de 120 g,1.49,6.21,770,184,9.5,6.2,22,18,2.5,0.18,,,,,,
https://www.carrefour.fr/p/desserts-le-viennois-cafe-nestle-3023290101360?t=R04F06,Desserts Le Viennois café NESTLE ,le pack de 400 g,1.00,2.50,671,160,8.4,5.6,18.4,15.9,2.7,0.16,,,,,,
https://www.carrefour.fr/p/desserts-mousse-soja-chocolat-noir-st-hubert-3366321056162?t=R04F06,Desserts mousse soja chocolat noir ST HUBERT ,les 4 pots de 50g,1.99,9.95,746,179,9.3,6.4,19,18,3.4,0.19,,,,,,
https://www.carrefour.fr/p/desserts-bio-lait-de-coco-cacao-les-petites-pousses-3760266120054?t=R04F06,Desserts bio lait de coco/cacao LES PETITES POUSSES ,les 2 pots de 90 g,2.75,15.28,731,176,13,12,13,9.3,1.5,0.05,,,,,,
https://www.carrefour.fr/p/desserts-bio-lait-de-coco-framboise-les-petites-pousses-3760266120047?t=R04F06,Desserts bio lait de coco/framboise LES PETITES POUSSES ,les 2 pots de 100 g,2.85,14.25,778,187,14,13,14,9.4,1.3,0.05,,,,,,
https://www.carrefour.fr/p/faisselles-fermieres-nature-le-craulois-3335030025257?t=R04F06,Faisselles fermières nature LE CRAULOIS ,les 4 pots de 100 g,2.60,6.50,,,,,,,,,,,,,,
https://www.carrefour.fr/p/faisselles-moulees-a-la-louche-3328610000041?t=R04F06,Faisselles moulées à la louche  ,les 12 pots de 100 g,5.35,4.46,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fondant-chocolat-daunat-3367651005462?t=R04F06,Fondant chocolat  DAUNAT ,la part de 90g,1.50,16.67,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fromage-blanc-non-affine-3418911001011?t=R04F06,Fromage blanc non affiné  ,le fromage de 250 g,3.00,12.00,1336,322,27,18.8,0.5,0.5,19.3,1.81,,,,,,
https://www.carrefour.fr/p/fromage-blanc-c-est-qui-le-patron-3184670004890?t=R04F06,Fromage blanc  C'EST QUI LE PATRON?! ,le pot de 1kg,3.46,3.46,384,92,6.8,4.3,4.4,3,3.4,0.1,0.5,,,,,
https://www.carrefour.fr/p/fromage-blanc-danonino-fruits-vanille-a-glacer-danone-3033491236532?t=R04F06,Fromage blanc Danonino fruits/vanille à glacer DANONE ,les 8 pots de 50g,1.97,4.92,425,101,2.9,1.9,12.2,11.6,6.4,0.09,,1.25,180,,,
https://www.carrefour.fr/p/fromage-blanc-laiterie-les-fayes-3760043160600?t=R04F06,Fromage blanc  LAITERIE LES FAYES ,"la poche de 1,5kg",3.99,2.66,,,,,,,,,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-skyr-logismose-3481300424531?t=R04F06,Fromage blanc nature Skyr LOGISMOSE ,le pot de 450g,3.21,7.13,240,60,0.5,0.1,3.5,3,10,0.09,,,,,,
https://www.carrefour.fr/p/fromage-frais-rustique-moule-a-la-louche-duo-lozere-3760168570872?t=R04F06,Fromage frais rustique moulé à la louche DUO LOZERE ,le seau d'1Kg,3.40,3.40,459,110,7.5,4.6,4.7,3.5,6,0.1,,,,,,
https://www.carrefour.fr/p/fromage-frais-40-mg-etrez-3286151330204?t=R04F06,Fromage frais 40% MG ETREZ ,le seau de 2 kg,5.88,2.94,398,96,7,4.3,4.1,3.9,4.4,0.09,,,,,,
https://www.carrefour.fr/p/fromage-frais-1-5-mg-etrez-3286151330105?t=R04F06,"Fromage frais 1,5% MG ETREZ ",le seau de 2Kg,4.70,2.35,232,55,1.5,0.9,4.7,4.4,5.7,0.1,,,,,,
https://www.carrefour.fr/p/fromage-frais-en-faisselle-0-la-bressane-3302551140608?t=R04F06,Fromage frais en faisselle 0% LA BRESSANE ,les 6 pots de 100 g,1.97,3.28,171,40,0.2,0.1,5.4,4.3,4.4,0.2,,,,,,
https://www.carrefour.fr/p/fromage-frais-0-mg-malo-3278691140016?t=R04F06,Fromage frais 0% MG MALO ,les 4 pots de 100 g,1.30,3.20,175,40,0.5,0.5,3.7,3.7,6.6,0.09,,,,,,
https://www.carrefour.fr/p/fromage-frais-6-mg-royans-frais-3271962414212?t=R04F06,Fromage frais 6% MG ROYANS FRAIS ,les 4 portions de 110 g,2.39,5.43,388,93,6.6,4.1,4.8,3.8,3.7,0.2,,,,,,
https://www.carrefour.fr/p/gateau-tourteau-fromage-legendes-du-poitou-3260890000017?t=R04F06,Gâteau Tourteau fromagé LEGENDES DU POITOU ,le paquet de 250 g,1.70,6.80,1151,273,7.4,4,42,19,9,0.6,,,,,,
https://www.carrefour.fr/p/liegeois-vanille-danette-3033491358357?t=R04F06,Liégeois vanille DANETTE ,les 4 pots de 100g,1.00,2.50,589,141,7.3,5.1,15.7,14.1,3,0.13,,,,,,
https://www.carrefour.fr/p/liegeois-caramel-danette-3033491358371?t=R04F06,Liégeois caramel DANETTE ,les 4 pots de 100g,1.00,2.50,616,147,7.1,5,17.7,15.8,3,0.19,,,,,,
https://www.carrefour.fr/p/liegeois-chocolat-eclat-caramel-viennois-3023290038758?t=R04F06,Liégeois chocolat éclat caramel VIENNOIS ,les 4 pots de 100g,1.00,2.50,712,170,9.5,6.1,17.9,16,2.8,0.09,,,,,,
https://www.carrefour.fr/p/liegeois-vanille-eclat-caramel-viennois-3023290038765?t=R04F06,Liégeois vanille éclat caramel VIENNOIS ,les 4 pots de 100g,1.00,2.50,712,170,9.5,6.1,17.9,16,2.8,0.09,,,,,,
https://www.carrefour.fr/p/macarons-parfums-incontournables-brioche-pasquier-3187670614816?t=R04F06,Macarons parfums incontournables BRIOCHE PASQUIER ,la boite de 120 g,3.89,32.42,1793,427,15,2.9,62,60,9.5,0.2,,,,,,
https://www.carrefour.fr/p/profiteroles-au-chocolat-les-desserts-patissiers-la-laitiere-3023290456538?t=R04F06,Profiteroles au chocolat - Les Desserts Pâtissiers  LA LAITIERE ,les 4 coupelles de 90 g,2.71,7.53,743,177,5.9,2.4,24.1,18.6,4.4,0.26,,,,,,
https://www.carrefour.fr/p/risotto-coco-sur-lit-de-mangue-mamie-nova-3456774797849?t=R04F06,Risotto  coco sur lit de mangue MAMIE NOVA ,les 2 pots de 140 g,1.79,6.39,721,172,8.8,8.5,21,12,2.1,0.22,,,,,,
https://www.carrefour.fr/p/risotto-vanille-sur-lit-de-caramel-mamie-nova-3456774797764?t=R04F06,Risotto  vanille sur lit de caramel MAMIE NOVA ,les 2 pots de 140 g,1.79,6.39,663,158,7,4.5,21,14,2.7,0.29,,,,,,
https://www.carrefour.fr/p/riz-au-lait-nature-bonne-maman-3608580928683?t=R04F06,Riz au lait nature BONNE MAMAN ,les 4 pots de 100g,1.99,4.98,627,149,5.3,3.4,22,13,3.3,0.1,,,,,,
https://www.carrefour.fr/p/riz-au-lait-caramel-cambremer-3353930000143?t=R04F06,Riz au lait caramel CAMBREMER ,le pot de 140 g,0.90,6.43,514,123,3.8,2.76,18.1,8.31,3.6,0.08,,,,,,
https://www.carrefour.fr/p/riz-au-lait-vanille-la-laitiere-3023290036716?t=R04F06,Riz au lait vanille LA LAITIERE ,les 8 pots de 115 g,2.39,2.60,607,144,3.3,2.2,25.6,15.8,2.8,0.19,,,,,,
https://www.carrefour.fr/p/riz-au-lait-nature-le-petit-basque-3280245000004?t=R04F06,Riz au lait nature LE PETIT BASQUE ,les 2 pots de 140 g,1.69,6.04,509,121,3,2.1,19,11,4.4,0.13,,,,,,
https://www.carrefour.fr/p/riz-au-lait-a-la-cannelle-les-desserts-de-jo-3770003038078?t=R04F06,Riz au lait à la cannelle LES DESSERTS DE JO ,les 2 pots de 110g,1.60,7.27,596,141,4.2,2.4,21.9,17.5,3.9,0.01,,,,,,
https://www.carrefour.fr/p/riz-au-lait-a-la-cannelle-les-desserts-de-jo-3479574210271?t=R04F06,Riz au lait à la cannelle LES DESSERTS DE JO ,le pot de 750g,2.75,3.67,549,130,3.2,2.1,21.4,15.3,3.7,0.16,,,,,,
https://www.carrefour.fr/p/riz-au-lait-a-la-vanille-les-desserts-de-jo-3770003038177?t=R04F06,Riz au lait à la vanille LES DESSERTS DE JO ,les 2 pots de 110g,1.60,7.27,596,141,4.2,2.4,21.9,17.5,3.9,0.01,,,,,,
https://www.carrefour.fr/p/riz-au-lait-caramel-teurgoule-de-janville-3479570000067?t=R04F06,Riz au lait caramel TEURGOULE DE JANVILLE ,le pot de 150 g,0.80,5.33,,,,,,,,,,,,,,
https://www.carrefour.fr/p/semoule-au-lait-nature-le-petit-basque-3280245001001?t=R04F06,Semoule au lait nature LE PETIT BASQUE ,les 2 pots de 140 g,1.69,6.04,463,110,3.3,2.3,15.7,10.4,3.9,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-pur-brebis-cerise-baskalia-3578840000582?t=R04F06,Yaourt pur brebis cerise BASKALIA ,les 2 pots de 125g,1.80,7.20,518,123.9,6.4,4.4,11.5,11.5,5.1,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-abricot-etrez-3286151950013?t=R04F06,Yaourt abricot ETREZ ,les 4 pots de 125g,1.90,3.80,416,99,2.9,2.4,14.9,12.55,3.25,0.125,,,,,,
https://www.carrefour.fr/p/yaourt-brasse-citron-yuzu-fraise-la-fermiere-3279231344000?t=R04F06,Yaourt brassé citron Yuzu fraise LA FERMIERE ,les 2 pots de 160g,2.40,7.50,536,128,7.1,3.9,14,13,2.4,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-citron-la-laitiere-3023290036747?t=R04F06,Yaourt citron LA LAITIERE ,les 4 pots de 120g,1.72,3.58,405,96,3.3,2.2,12.5,12.2,4.1,0.14,,,,,,
https://www.carrefour.fr/p/yaourt-vanille-la-laitiere-3023290036631?t=R04F06,Yaourt vanille LA LAITIERE ,les 4 pots de 120g,1.65,3.44,405,96,3.3,2.2,12.6,12.1,4.1,0.14,,,,,,
https://www.carrefour.fr/p/yaourt-brasse-nature-les-laitiers-responsables-yoplait-3329770064379?t=R04F06,Yaourt brassé nature LES LAITIERS RESPONSABLES - YOPLAIT ,les 4 pots de 120g,1.45,3.02,282,67,3.4,2.3,4.1,4.1,4.1,0.15,,,,,,
https://www.carrefour.fr/p/yaourt-fruits-rouges-mamie-nova-3456770960988?t=R04F06,Yaourt fruits rouges MAMIE NOVA ,les 2 pots de 140g,1.74,6.21,370,88,2.2,1.4,13.8,11.3,2.9,0.08,,,,,,
https://www.carrefour.fr/p/yaourt-a-boire-vanille-de-tahiti-et-lait-d-amande-michel-et-augustin-3760122967120?t=R04F06,Yaourt à boire vanille de Tahiti et lait d'amande MICHEL ET AUGUSTIN ,la bouteille de 500ml,2.20,4.40,326,78,3.1,2,9.8,9.5,2.6,0.09,,,,,,
https://www.carrefour.fr/p/yaourt-lit-de-fraise-a-la-grecque-yaos-nestle-3023290001950?t=R04F06,Yaourt lit de fraise à la grecque  Yaos Nestle ,les 4 pots de 125g,2.29,4.58,510,122,6.5,4.2,12.8,12,2.5,0.1,,,,,,
https://www.carrefour.fr/p/yaourt-nature-suntat-4028900004559?t=R04F06,Yaourt nature SUNTAT ,le pot de 1kg,1.70,1.70,291,70,3.5,2.3,5.5,5.5,4,0.13,,,,,,
https://www.carrefour.fr/p/yaourt-aux-fruits-rouges-bio-yoplait-3329770065741?t=R04F06,Yaourt aux fruits rouges Bio YOPLAIT ,les 6 pots de 110g,2.49,3.77,402,95,2.7,1.7,13.6,12.7,3.2,0.12,0.3,,,,,
https://www.carrefour.fr/p/yaourt-aux-fruits-jaune-bio-yoplait-3329770065574?t=R04F06,Yaourt aux fruits jaune Bio YOPLAIT ,les 6 pots de 110g,2.49,3.77,396,94,2.6,1.7,13.4,12.8,3.2,0.12,0.2,,,,,
https://www.carrefour.fr/p/yaourt-a-boire-fruits-des-bois-et-framboise-actimel-3033491426162?t=R04F06,Yaourt à boire fruits des bois et framboise ACTIMEL ,les 12 bouteilles à 100g,2.65,2.21,324,77,1.5,1,12,11.9,2.6,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/yaourt-a-boire-multifruits-et-peche-gelee-royale-actimel-3033491426001?t=R04F06,Yaourt à boire multifruits et pêche-gelée royale ACTIMEL ,les 12 bouteilles de 100g,2.65,2.21,334,79,1.5,1,12.7,12.5,2.8,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/yaourt-a-boire-fraise-actimel-3033491426155?t=R04F06,Yaourt à boire fraise ACTIMEL ,les 12 bouteilles de 100g,2.65,2.21,323,76,1.5,1,12,11.9,2.8,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/yaourt-a-boire-nature-sucre-actimel-3033491426094?t=R04F06,Yaourt à boire nature sucré ACTIMEL ,les 12 bouteilles de 100g,2.65,2.21,307,73,1.6,1,10.8,10.8,3,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/yaourt-a-boire-chocolat-yop-3329770063143?t=R04F06,Yaourt à boire chocolat YOP ,la bouteille de 825g,1.89,2.29,353,84,1.5,1,13.3,11.6,3.9,0.23,0.7,,,,,
https://www.carrefour.fr/p/yaourts-aromatises-0-mg-carrefour-3245413439512?t=R04F06,Yaourts aromatisés 0% mg CARREFOUR ,les 12 pots de 125g,2.52,1.68,157,37,0,0,4.7,4.7,4.3,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-bifidus-saveur-vanille-x16-activia-3033491426209?t=R04F06,Yaourts bifidus saveur vanille x16 ACTIVIA ,les 16 pots - 2kg,"2.86


  4.09",1.43,370,88,3.3,2.3,11.2,10.9,3.3,0.14,,,0.119,,,
https://www.carrefour.fr/p/yaourts-fraise-activia-3033491325250?t=R04F06,Yaourts fraise ACTIVIA ,les 4 pots de 125 g,1.40,2.80,374,89,3.4,2.3,11.2,10.9,3.3,0.14,,,0.125,,,
https://www.carrefour.fr/p/yaourts-assortiment-aux-fruits-activia-3033491325694?t=R04F06,Yaourts assortiment aux fruits ACTIVIA ,les 8 pots de 125 g,2.69,2.69,368,88,3.3,2.3,11.1,10.9,3.3,0.14,,,0.119,,,
https://www.carrefour.fr/p/yaourts-sucre-au-citron-la-fermiere-3279231142002?t=R04F06,Yaourts sucré au citron LA FERMIERE ,les 2 pots de 140 g,2.24,8.00,528,126,7.5,4.6,12,12,2.7,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-citron-pavot-mamie-nova-3456774797085?t=R04F06,Yaourts citron pavot MAMIE NOVA ,les 2 pots de 150 g,1.35,4.50,404,96,2.5,1.6,15,14,3.2,0.07,,,,,,
https://www.carrefour.fr/p/yaourts-fraise-framboise-panier-de-yoplait-3329770063426?t=R04F06,Yaourts fraise framboise PANIER DE YOPLAIT ,les 4 pots de 130g,1.49,2.87,388,92,2.3,1.5,13.4,13,3.4,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-brasse-a-la-mangue-pechalou-3339526062153?t=R04F06,Yaourts brassé à la mangue PECHALOU ,les 2 pots de 125g,2.65,5.30,407,97,3,1.9,13.9,13.4,3.7,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-noix-de-coco-eclat-de-chocolat-perle-de-lait-3329770062245?t=R04F06,Yaourts noix de coco & éclat de chocolat PERLE DE LAIT ,les 4 pots de 100g,2.23,5.58,678,163,10.4,7.1,13.2,12.6,2.9,0.11,0.5,,,,,
https://www.carrefour.fr/p/yaourts-saveur-amande-perle-de-lait-3329770065314?t=R04F06,Yaourts saveur amande PERLE DE LAIT ,les 4 pots de 125 g,1.65,3.30,555,133,7.2,4.8,13.7,12.2,2.5,0.1,0.1,,,,,
https://www.carrefour.fr/p/yaourts-lit-caramel-fleur-de-sel-perle-de-lait-3329770065918?t=R04F06,Yaourts lit caramel fleur de sel PERLE DE LAIT ,les 4 pots de 125g,1.89,3.78,569,136,7.6,5.1,13.4,11.2,2.6,0.13,0.1,,,,,
https://www.carrefour.fr/p/yaourts-lit-de-creme-de-marron-perle-de-lait-3329770065901?t=R04F06,Yaourts lit de crème de marron PERLE DE LAIT ,les 4 pots de 125g,1.89,3.78,558,133,7.3,4.9,13.1,10.7,2.7,0.11,0.3,,,,,
https://www.carrefour.fr/p/yaourts-lit-mangue-passion-perle-de-lait-3329770065895?t=R04F06,Yaourts lit mangue passion PERLE DE LAIT ,les 4 pots de 125g,1.89,3.78,537,128,6.4,4.3,14.2,12.4,2.4,0.1,0.2,,,,,
https://www.carrefour.fr/p/yaourts-nature-perle-de-lait-3329770065048?t=R04F06,Yaourts nature PERLE DE LAIT ,les 8 pots des 125g,2.60,2.60,463,111,8.9,5.9,3.7,2.8,3.2,0.13,0.1,,,,,
https://www.carrefour.fr/p/yaourts-brasse-cerise-0-mg-taillefine-3033491215216?t=R04F06,Yaourts brassé cerise 0% MG TAILLEFINE ,les 4 pots de 125g,1.41,2.82,198,47,0.1,0.05,7,6.6,4.4,0.19,,0,0.157,,,
https://www.carrefour.fr/p/yaourts-a-boire-fruits-rouges-yop-3329770061194?t=R04F06,Yaourts à boire fruits rouges YOP ,le pack de 6 bouteilles de 180g,"1.44


  2.07",1.33,276,65,0.8,0.5,10.5,10.5,3,0.12,,0.12,0,,,
https://www.carrefour.fr/p/yaourts-a-boire-framboise-p-tit-yop-3329770056046?t=R04F06,Yaourts à boire framboise P'TIT YOP ,les 6 bouteilles de 180 g,2.15,1.99,279,66,0.8,0.5,10.7,10.5,3,0.12,,0,0.12,,,
https://www.carrefour.fr/p/yaourts-a-boire-choco-mocha-yop-3329770060814?t=R04F06,Yaourts à boire choco mocha YOP ,la bouteille de 850g,1.90,2.24,375,89,1.9,1.3,13.6,12.4,3.9,0.24,0.6,,,,,
https://www.carrefour.fr/p/yaourts-bio-arome-vanille-pechalou-3339526071025?t=R04F06,Yaourts bio arôme vanille PECHALOU ,les 4 pots de 125 g,2.35,4.70,341,82,3.2,0,10,0,3.2,0,,,,,,
https://www.carrefour.fr/p/yaourts-bio-de-brebis-chataigne-vrai-3273220540275?t=R04F06,Yaourts bio de brebis châtaigne VRAI ,les 2 pots de 125 g,1.86,7.44,484,115,5,3.4,13.5,9.9,4.1,0.1,,,,,,
